season,price_AUS,price_CHF,price_CZE,price_GER,price_ESP,price_FRA,price_UK,price_ITA,price_POL,price_SVK
summer,-0.11535020302671975,3.542309191910321,0.358235572516118,-0.1685481555503456,-6.476863467029751,-3.6787812267944764,0.2874187854522554,,,
autumn,-0.076352269877002,,0.27891309810760506,0.040031625973318094,,,0.2357966400366584,-2.8373352342162814,-0.10744000053762348,-0.037367714386991005
winter,,3.1235381516002936,,-0.30710858879705827,-6.253138106617195,-3.437364165004536,,-2.9798876393506513,-0.030299775498343756,-0.0011019805274521538
spring,-0.14888268351366635,,,0.12085126574983826,-6.508622911077689,-3.566442047488681,0.2368283689493279,-2.903457406895376,,-0.06018818697132443
summer,,3.2481292227743235,0.5423496836717094,0.017494720775750913,,-3.52980731026624,0.39431744565533805,-2.8422924628311383,-0.09246133594480939,
autumn,-0.34593228930528785,3.128582130822019,0.3413855493273959,-0.16553308740424197,,-3.492340828433766,0.5002450425464295,,-0.00829345859993439,
winter,,3.1362278080619284,,-0.15518163476665417,-6.435150753010265,,0.2962434413571451,-2.7533420052485535,-0.04178880777758845,-0.03434282112437721
spring,-0.3383484458769412,,0.5826597017081355,,-6.5247940930359185,-3.4939987730624784,0.37968284692425025,-2.911487689996313,,-0.0615856325878944
summer,-0.18167165548884143,3.2812577330996064,0.32038839694629917,-0.05055183033964204,,-3.4671137234322598,,-2.6693657636213834,-0.08660350661781135,
autumn,-0.05335404552952083,,0.5810005283066334,0.040059493885514524,,-3.3539776752213095,,-2.9487741725733874,-0.1754365080509292,0.016364617217272233
winter,,3.0232146659594696,0.47624943531152564,-0.04432593754268695,,-3.281796222487186,0.441348739275162,,0.03765454531990817,-0.05427476615656164
spring,-0.16731740099682588,,,0.051375735957987126,-6.206641256730559,-3.4208443477193575,0.22268256804743153,,0.1071173505097894,0.06327604864289614
summer,-0.10045042398690447,3.3598457125736085,0.6994699177957815,,,-3.4543022516244037,,-2.8371708480425823,-0.09109723680282446,-0.1054911307077145
autumn,,3.1367893851342514,0.4174764540294671,0.23172869338274668,-6.292256551280477,-3.2933668342061386,,,0.14679920586658562,0.0408901626767771
winter,-0.010580108707246155,3.428697297336505,,0.025406331872506894,-6.5909261035045725,-3.4271461495236006,0.42660947594403215,-2.7456647831064185,,
spring,-0.20172328497049924,3.1505178490887267,0.5624762742352214,,-6.43657359928984,-3.3488265253383136,0.3106336456033878,-2.878411888920687,,
summer,,3.299784722176351,0.4573482629738613,0.2968097058694971,,-3.4023570349899024,0.48655375001945894,-2.7797540368969873,,0.13084718541567852
autumn,,,0.6877297700381901,,-6.36771474259403,-3.35134187871821,0.6177089847498057,-2.7948170901237663,0.09807729225438441,0.04398815096291746
winter,-0.3330754657859543,3.085356026480491,,,-6.521544484830615,-3.4501454841646053,,-2.5860887425944843,0.1031431493505236,0.2136096419850417
spring,-0.2909234368059497,3.259293740919995,0.477160490160602,0.1374805190302865,-6.391300037209224,,0.5740130738103169,,,0.2360885484492004
summer,-0.3077940063613307,2.935976027813896,0.5195980795925902,0.025723198995876773,-6.28229359795066,-3.2372125443157156,,,0.10450175084049115,
autumn,-0.09264887210651347,3.319068691871083,0.5218779311856382,,-6.454116801509479,-3.3828316990566756,,-2.88488468806621,,0.13239607108291115
winter,-0.3388269692120143,3.263566787651198,0.7127026885044649,0.2148627072578086,-6.444138616576063,,0.7201394953962934,,0.22660231089461236,
spring,,3.226225822259921,0.6207673970260177,0.19781291688766384,-6.419711749870579,-3.335848426256632,0.5576341813695961,,0.2689694400457686,
summer,-0.2988360267581961,3.070377717715726,0.5892590088654961,,-6.288557773358102,-3.2893503046645787,0.6869327627711065,,0.08652622018301356,
autumn,,3.1333137853444333,,0.26063621739271,-6.566435415522527,,0.9540267974294661,-2.6764087184220413,0.4026108476132022,0.1349982437382262
winter,-0.18613084020411105,3.111734097911111,,,-6.431211543311506,-3.30106920276394,1.0442162203580732,-2.7055408776975374,0.24631372797617362,
spring,-0.21102807623933556,,,0.17205836919577644,,-3.3114725800764635,1.043561205677424,-2.6488811313690404,0.35605977391130855,0.13238146817527352
summer,-0.2722851862742707,2.96277686105144,0.7449815637664983,0.2196683402686712,-6.446782142725138,-3.14858498101181,,,0.4868188246261218,
autumn,-0.3033827611171412,3.044550475772985,,0.2182337289661964,,-3.3118158024586557,,-2.6305484155859133,0.38477473515187444,0.43100577323399875
winter,,3.008594890023393,0.6305353549407474,0.4412611289645464,-6.561018033944672,,1.0081236104373232,-2.396633167222259,0.41067734808047596,
spring,-0.4385807092471736,2.6846712285325736,0.5020396344516641,,,-3.0855371457138236,1.0275836508829221,-2.7153030691837388,0.510640321320624,
summer,-0.2252336715075552,,0.6608430068481781,,-6.506594143407514,-3.1720908634428926,1.2341584374176635,-2.6277544985611963,0.4898925519584152,
autumn,,,0.7826666046516066,0.4239149522126606,-6.471947062024236,-3.0694819467629606,1.0670874327022746,-2.4773765601617543,0.5748545655335073,
winter,-0.3040781368980311,2.6559500540033474,,0.5703825578849282,,-3.029250257970122,1.2527705556650228,-2.4450498545431767,,0.6441230980961472
spring,-0.39538801237503357,2.7194462206255188,0.727607406589991,0.5944493457492219,,,1.289412139259509,,0.6625694103888549,0.7038507170262498
summer,,,0.5953193890667906,0.7927631398641718,-6.545811541189327,-2.9838347678854067,1.3007575551099624,-2.393555243243928,0.8441268267948725,
autumn,-0.5215101197179661,2.7416410531158553,,0.6910720041859237,-6.508251085629569,,,-2.1895234720779846,0.8330444485235657,0.6753322208432198
winter,-0.15153584524550384,,0.7028016281938634,0.8384092871769129,-6.59018664709411,-2.9674156902461752,1.2032044354290097,,,0.9378585787988073
spring,-0.2534745214069438,2.257566399729349,0.578142034928816,0.7254227763774818,-6.401620542094987,-3.003889033900961,,,,1.0378355426754364
summer,-0.5249324407098109,,0.8087204254841552,0.6784464693414556,-6.580741642371911,-3.014627045159079,,-1.9789085029435523,0.942598469862321,
autumn,,2.4704995495827915,0.743608505533946,0.7693950229685415,,-2.8428279092857234,1.538786064823985,-2.1952332550682603,1.0413652751158051,
winter,,1.9750602145538112,0.564693499966578,,-6.5410280976944914,-2.5671759380897736,1.4645060045789369,,1.0446922627368498,0.774327851843105
spring,-0.4928002321995807,,,0.8717189297426824,-6.550444080473917,-2.684930776517836,1.4176054832639151,-1.9556130788994937,1.237383247824076,
summer,-0.5258776807367592,,,,-6.603812968998138,-2.4715964212523165,1.4702172530752984,-1.9485708421445391,1.367510901803275,0.9491871549532869
autumn,-0.3601440964732583,2.047500691678777,,0.9183080478266435,-6.657653500734127,,1.5711599856480571,-1.9760648660922435,,1.0455242758165757
winter,,1.0448799543842953,,1.0798138692326402,-6.700805133362091,,1.4739144809510565,-1.7151890715861322,1.357700197162706,1.132663366238408
spring,-0.47550370538848313,0.7671938495520219,0.60856298133441,1.066355072082557,,,,-1.7747991979472333,1.5906452109026379,1.2409095341602607
summer,-0.4621961363818494,,,1.1711697238634553,-6.649905342137966,-2.455056097526541,,-1.7143858192568548,1.608862828306551,1.2205034036633045
autumn,-0.4409810740375831,1.1931038639799578,0.8450056305541296,,-6.748992042169408,-2.253653133958487,1.5925129348399711,,1.6011546883988803,
winter,-0.4048101260647577,0.5752112428767109,,1.1494823009988016,,,1.5227572561233629,-1.5811201747854193,1.6986273474289717,1.3865610338213883
spring,-0.5395288632574232,0.8940019984105454,0.5457011239776195,1.0237736305587406,-6.52432771460111,,,,1.7983072090801946,1.0792879078416049
summer,,,0.8150783581785322,1.110235851982545,,-2.0063655371713542,1.4377982015559447,-1.6544060618501741,1.8259541061856166,1.381618806993621
autumn,-0.5329754220078158,-0.24392038681613037,,1.3529535281658092,-6.686625310427729,,,-1.5703464485534853,1.8374180427170648,1.5652489020198277
winter,-0.6602916171696724,,0.8291613783841714,1.1944881671232928,-6.891480249156133,-1.9261028087400232,,-1.3886272236601473,,1.5609243670788027
spring,-0.40466060096043105,-0.09204842734248397,,,,-1.8399675180771784,1.507333782408362,-1.4115436506112564,1.9533192481135737,1.535397277043254
summer,-0.3625928372627333,,,1.0537166324746616,-6.875821681016054,-1.8205088328429915,1.5586487306107162,,2.2095922037979294,1.6743625969638152
autumn,,8.501580036054737,,-2.0280538077497354,-3.451658336993814,-3.9674969868088277,,-3.900262618948742,-2.7489160347616295,-3.2791282620611617
winter,,8.230047230359189,-1.8281561890508344,,-3.614967601534332,-4.048491329521788,-2.007094852878202,-3.937047149654483,-2.7337117137095217,
spring,,7.4426497857306995,,-2.15699403856658,-3.508660364243189,-3.9444522804643514,-1.8028635024599324,-3.663156053309818,-2.5423717383851145,
summer,-1.8022122113711059,7.538157749276689,,-1.9380114136328042,-3.530210734892637,,,-3.741156648614415,-2.7250558852390747,-3.0793090576180098
autumn,-1.601656679129034,8.020048725198134,-1.9328445172911675,-1.8681855457533447,,-3.8055753689675953,,,-2.576028634870045,-3.1335346313197108
winter,-1.878398746774927,7.023140901198267,-1.7018445960792143,,,-3.87761375523257,-1.8335460425060766,-3.7470762693602686,,-2.9246973655331234
spring,-1.7330470099468367,,,,-3.902599443335548,-3.966891036542426,-1.548755174171686,-3.5217422232757016,-2.643652128361832,-2.976240523485605
summer,,,-1.5514843080003409,-1.9359821613588952,-3.682690779120268,-4.033464056324798,-1.8297464513336155,-3.690758428237088,,-2.676263926726458
autumn,,8.31683317664166,-1.584001619006879,,-4.048910487678348,-4.021125961628286,-1.5690300423783385,-3.6577709325128414,-2.4820659457484915,
winter,-1.4875906599619502,7.097658050507963,,-1.8827572504151353,,-3.786842156143257,-1.6253458632128746,-3.3769202320073046,,-2.6312105626660793
spring,-1.1386546077386264,7.917799935790848,-1.3612891972916723,,,-3.9842986891875665,-1.547553778547667,-3.3280261012402117,-2.3020684379666747,
summer,,6.947152407996128,-1.3991345532673263,-1.7728215269485839,-4.20271022779972,,,-3.44750905324381,-2.2666951058960088,-2.505821003333751
autumn,-0.9584629375976709,,,-1.6165937618748072,-4.4628073493169955,-3.8495038601469287,-1.5359482850022563,,-2.1527217468458546,-2.3573483355227163
winter,-1.1530520961271913,6.9097560407995005,-1.0276849784062523,-1.6687414554598357,-4.542668415917979,,-1.2666004223415581,,-2.1069323522251127,
spring,-0.9288165683989336,,-1.084981062667212,-1.6044346919251857,-4.83038664184111,-3.8729961701093734,,,-2.170989497039625,-2.05798672821411
summer,-0.7706823653682023,6.5439763350749915,,-1.4559114805485276,-5.017653747092479,-3.9250175227778774,,-3.2539494367026873,-1.9661300917203346,
autumn,-0.7180201966962179,6.415822245593027,,,-5.064590260739779,-3.869593364092997,-1.2044888418918573,-3.2258078278913174,-1.7820959400311767,
winter,-0.6890365941716996,6.120473112028321,,-1.241300699343247,-5.318263062178297,,,-3.27621151024401,-1.577008181043402,-1.9229726411233108
spring,-0.7008082986706009,5.584687784148474,-0.6181109770986972,-1.3009052487581643,-5.374393546539645,,-1.1476538910037275,,,-1.7020241443923068
summer,-0.5410734467918447,4.8613078241760075,-0.6338804903890474,-1.1343798903326832,,-3.727292763028062,-0.9368963115230496,,,-1.500044219262139
autumn,,4.8056851542428145,,-1.0597894146401936,-5.533010171947171,-3.823192595949826,,-3.125499476343526,-1.4560790966739376,-1.3738671121510262
winter,-0.4378928374634227,4.433100690265645,,-0.980784434990735,,,-1.0092747266602364,-3.205568069904032,-1.1953537806279095,-1.2882768310023534
spring,,4.443551342773813,,-0.9207674357127245,-5.862200082382586,-3.738934404861164,-1.0264321384150565,-3.131821395941978,,-1.042242430164714
summer,-0.3798239602017377,,-0.08880653856093756,-0.9675887954454032,-5.8158464526997395,,,-3.072258573235044,-1.1024076100566615,-1.2052565192033085
autumn,,3.8167875862880187,-0.019984559489331838,-0.6914336491453886,,-3.708619236225025,-0.4316704946627452,-3.0519029272428995,-1.0634624614082104,
winter,-0.1463956804005182,,0.04235085052581838,-0.7501691119354634,-6.132749329215932,-3.8144427508496195,-0.3448457550027466,,-0.6989583447434434,
spring,-0.12129745899191346,3.667277845885635,0.034563325095523095,-0.4418555585263991,,-3.600619965773801,-0.42720975826674523,,,-0.6638790356848611
summer,-0.3664538531761403,3.2232434776858327,,,-6.112091746626092,-3.521750698592726,-0.18643932287878323,-3.1276678070373043,-0.5980389078261656,
autumn,-0.28305844823705556,3.4159888487657075,0.20493239171854843,-0.18313550893855088,,-3.6816612508308935,0.00638155551343236,,-0.3980075209510915,
winter,-0.32000249212133297,3.0703959253569266,,-0.2946501223565346,-6.331225154583949,-3.4245734766509788,0.24141568281387765,-3.124667570583564,,
spring,-0.5197569166158356,3.0292139518325087,0.6682786124944131,,-6.384392375227121,,,-2.9305672330665233,-0.08902909820880903,-0.04464349086901359
summer,-0.27755411117808554,,,0.0045026058906530095,-6.391430843788065,-3.5602887423592184,0.3493217918076289,-2.982844818939237,-0.12270504200749419,
autumn,,3.0203633314945693,,0.011567004075817629,-6.356894590029433,-3.2581967036460995,0.5602355488103096,-2.6467541283511915,-0.007487408205283097,
winter,,3.164378460225338,0.4215533409333494,0.18650365987739612,-6.513095657120438,,0.6389567282787135,-2.8640526706190537,0.24823991350450478,
spring,,3.0101387381578197,0.5641963738038094,0.2036104102530627,-6.538120206154287,-3.2880176691656877,0.8543664202821867,,,0.3266703876701185
summer,,2.949105287959635,0.7130251152132692,,-6.481840632325956,,0.861878139837146,-2.5627453716424795,0.4961177069162271,0.44414539737514713
autumn,,2.8622371030889333,,,-6.602744888319762,-3.175121199734741,0.9703086464755735,-2.5412736597273273,0.4394671637156132,0.4912822575242567
winter,,3.1419138910947084,,0.5029509371774361,-6.564591225223759,-3.3671392799310347,,-2.5317191649676176,0.6459517606853155,0.6432249943791992
spring,-0.36906291280507875,,0.5472887053034197,0.4831417032406342,-6.473588887082205,,1.2298980103142996,-2.525142701761117,,0.6853762741724652
summer,-0.24448614477462893,2.6773725476263084,0.7016248259825977,,-6.471138540513178,,1.4367737022549067,-2.409418115799567,,0.7009256779864635
autumn,-0.2798847142397276,2.780101272333833,0.8257085620361985,,-6.559825769608097,-2.9462595787216803,,-2.3172602906501907,,0.7135424013710678
winter,,2.9121689980402112,0.6934307547181775,0.679341492110714,-6.699258373258456,,,-2.188242888370042,1.1306845813671076,0.6383545489166906
spring,-0.5069257429008839,,,0.8442617628611391,-6.666826091921101,,1.3493347483362321,-2.13133127176752,0.9914358576517126,0.6428647923340524
summer,-0.35145165797677824,,0.762434853013467,0.8050997715107577,,-2.9797410308973116,1.5567991233443228,-2.07181416085522,1.1495152904762602,
autumn,-0.43268122586065577,1.7140389832764826,,0.8015201177298905,-6.744339547418024,-2.6142904059196543,1.5609338423184052,,1.2180651972744987,
winter,-0.40680199033396675,2.405363212402859,0.992707302548242,,,-2.629372358160612,1.4523859459278803,,1.3750741340011272,0.8803623378564943
spring,,,0.8367390804215431,1.1487741065293808,-6.502945714899657,-2.333057529035669,1.6244824818761048,-1.9022928820185037,,1.237628047780653
summer,-0.478196278465373,1.3815368808315114,0.7170117195584581,,-6.655734695728989,-2.37224814940728,1.3959837822244732,,,1.0422124376950668
autumn,-0.4292140044490015,0.9979276272970337,,1.0453912731283417,,-2.348486895191351,,-1.8950246315281278,1.6476872091251875,1.3353379408156172
winter,,0.38861699919760895,0.5984055483887533,1.2385976104358016,-6.692270262172495,-2.215907654564187,1.5732362193350342,-1.5575549271260165,,
spring,-0.5448924914770681,,,,-6.74069374816262,-1.874783375686212,1.5093338564066008,-1.5406066003928465,1.6624548136095543,1.4671011303240555
summer,,,0.6753830910641624,,-6.56233674880326,-2.0196847842989287,1.5915181503768614,-1.3885274429648158,1.7747470778585686,1.3020691161612354
autumn,-0.6431603473229688,-0.07174631566246314,0.9035375181916773,,-6.655653624886414,-1.963014122117008,,,1.7893325175305033,1.5322358699751637
winter,,-0.3706657366297903,0.8271925252734885,1.0980392811503683,,-1.9612935786357908,,-1.4130010817232475,2.089288797174066,1.7322877090598614
spring,-0.5674630095442792,-0.47508194639060486,0.7956552408461224,1.101715994801353,,-1.7775065122079519,1.4637660062868418,,2.1611606118606046,
summer,-0.5982665547467929,,0.9646109966904679,1.1114785521587447,,,1.2837542411515157,-1.2099653280560738,2.091882647383835,1.710890055601256
autumn,-0.29107959322429455,-1.3756392781820703,0.6499202756420882,1.1621114470110128,-6.541521008411457,,1.394882218052835,,2.1348533023303804,
winter,-0.21775327627495691,,0.8480111573018204,1.2906176703232453,-6.620236571669595,,1.2580623501820818,-1.1626295592921405,,1.668574944791959
spring,-0.2623393233307964,,,1.2299378332437898,-6.736158408331237,-1.46006372679842,1.2541484830426115,,2.5073241737973215,2.0150617515384606
summer,,,1.005082869348859,1.3114749944972302,-6.7006494714523726,-1.2717056126395034,1.2163604410732056,-0.9155906651804488,2.376043699960748,
autumn,,,0.9180962519680274,1.3166097305232507,,-1.23767362878141,1.4125150144970824,-0.6537237083041849,2.4982051775254686,1.9380227696042596
winter,-0.07622285683119731,,1.0118410079065439,,-6.678778979180449,-0.8636973802349932,,-0.704832139107988,2.4783856587216198,2.086616803350001
spring,0.18650895539181395,-2.3169228294978597,1.007717598165169,1.2406111170384002,,-0.8649958704168884,1.2023418565106467,-0.6962439277995864,,
summer,,,0.9443867896279535,1.373753542620203,-6.377606229504864,-0.817554123087971,,-0.3817541451050756,2.562175949755705,1.9829841752260717
autumn,0.022174170516700703,-2.2262756372509283,1.1677851684667349,,-6.353051399939903,-0.7808877607050068,,-0.4479284479441634,,2.097803182265882
winter,0.34476453620895325,-1.7668063652720405,1.2100290489695427,1.4603389286353907,-6.365819311415827,-0.8132770433273975,1.1647809204117356,,,
spring,0.37244416038353556,-2.4127899079403274,,1.4550615770695006,-6.168333269371471,-0.41909975451837655,1.2544019159589455,,,2.1466273974473182
summer,0.47230669225645244,-2.4322835586681686,,1.2831445348266035,,,1.331292050429748,-0.2792609404018249,2.6194616699029347,2.323876251748986
autumn,0.5956443651084334,,1.382758322306957,1.5091660417071227,-5.743604909794119,,1.1395752397098504,0.08268269614763206,,2.1448046006414256
winter,,-2.352589929394145,,1.5107940357691407,,-0.5377636374189032,1.116056249098454,0.05783538730418071,2.672674070262715,2.3004136980785366
spring,0.5668460716158287,-3.4941671246510855,,1.5617760006566894,-5.905361979306506,-0.3334957335904156,,,2.758168386043304,2.406613165582394
summer,0.6886647688635278,-2.2922953304934923,1.3032425590202124,,-5.818116777222243,-0.334101976820637,1.1736395817368848,,2.5794708647260443,
autumn,,-2.1104167175412547,1.4772429435887815,,-5.8048114176143635,-0.40131479682530546,1.0369103541345617,,2.6413617978775967,2.3043681258370237
winter,0.7891611289692914,-2.0269815279712504,,1.3656005975249244,,-0.161425564761606,,0.25303752400837,2.6866711404578942,2.1968239443389073
spring,,,1.4561928398803254,1.4156657832662283,-5.7099757826773185,,0.9310605383508982,0.4862409891872026,2.5756655636522594,2.296253720031601
summer,0.8583990431251683,-1.1817422810181153,,1.35328542461458,-5.54669286044294,,1.1119056121938193,,2.6470012173405544,2.2112634769535986
autumn,,,,1.4472875174519082,-5.514765542767464,-0.4370128255027786,1.0922051207386199,0.6619620480529743,2.7849249436829053,2.4480623466842086
winter,0.7663339251718018,-1.8663431942403248,1.5350356531489848,,-5.346861076302302,-0.2549651419933404,1.1150903395341172,0.8034044903281429,,
spring,0.7394819632810491,,1.4916636748313628,1.417562020432446,-5.312945393947345,,,0.605742083617207,2.6887023803475887,2.283492180651332
summer,,-1.605851018411843,1.710173161635804,1.6595386060869755,-5.248363058343221,,1.1016832490331638,0.5807418825332185,2.733841400197885,
autumn,,-1.6710304210747817,1.4445273424876683,1.4971861101529724,-5.156831406441271,0.0006185882774295548,1.0904356055474513,,2.556103196401873,
winter,,,,1.4839677368615207,-5.0653272439474994,-0.03559072385015073,1.0133634989803142,0.7511003350052857,2.7364305047531126,2.3129911881700207
spring,0.8275537545487072,-2.991758964595388,1.3400847521212502,1.3893732759041457,-5.186898500971578,-0.0627809402283309,,0.8035147612654329,,
summer,,,1.543647103987463,1.4437418404100284,-4.939810774697973,-0.013093871405833582,1.0328805226678826,0.6552809924169343,2.7614754421375323,
autumn,1.0200873629596368,-1.8904671747363597,,1.4619794451576194,-5.036582713324237,,,0.9427764386981197,2.631367800978986,2.279332052412181
winter,1.0380376423281972,,,1.5324546931368954,-5.193603669445631,-0.16712724567759907,,0.9432258034286902,2.636433817543089,2.197405390105507
spring,0.9699532899235617,-2.6522856626932394,,,-4.975301682169521,-0.15632491859376652,1.031616928529253,0.6217586233829637,,2.471886140491696
summer,0.749516780639031,,1.5773937709262937,1.3790686687787947,-5.109777970976699,,0.8831658538628309,0.8452041322254683,2.83520600764182,
autumn,1.0536172265058392,,1.3798578775665467,,-5.211794686501777,-0.09148975543876901,0.9256749103204585,0.8310444970005606,,2.4055635899134042
winter,0.9587525231364152,-2.658245178378569,1.4019727367708466,,,,0.9741945496346672,0.691637429577795,2.6352830240383236,2.4202283733450782
spring,0.9423123776437186,-2.025943470354868,,1.2025035517707248,-5.383096754620116,-0.1779777148202499,,,2.7799659373317116,2.2653635949878987
summer,0.8261486773698724,-0.902827044747009,1.6166136186628612,,,-0.14897142764000687,1.019097344568301,0.6414301469351747,2.91492906624168,
autumn,0.7212043700614881,-1.6578625655032053,1.4637094222794194,1.4037640193813763,,,1.1367301644724703,0.7358339219689459,,2.225094183490796
winter,,-1.9237246120488993,1.4474175757958185,,-5.5637104297100635,-0.38092998141132756,1.0579156394450804,0.21060121408690347,2.4351719836840013,
spring,,-2.9236793255642906,1.3047867564852587,1.2485030402377164,,-0.27503167880886287,1.2217847520152447,0.4920071229514551,,2.399929796386284
summer,,-2.560647205147756,1.3343594008775734,,-5.71027755192298,-0.5398149031252011,1.255511873464246,0.1823230719303277,,2.409567679546962
autumn,,,1.2690268301820877,1.406233192564384,-5.912098594842221,-0.476574205221256,1.090680163923035,,2.5440614073022645,2.2448788584921098
winter,0.6498880380872636,-3.241110986533862,1.0805232271815692,1.3778658118539042,,-0.4009558566415136,,,2.504165943611749,2.3538524122424787
spring,0.4203787817008957,,1.320335754529114,1.4093091419886332,-6.052441373892868,-0.5166020185577607,1.0520527928491503,,,2.0581128650637246
summer,0.513954416079108,,0.9523793380599287,,-6.322629363255561,-0.6346308259687686,1.0128238032129357,-0.05469722412300576,2.392385011181534,
autumn,0.3449070176589929,,1.0926827879082917,1.4865608407835096,-6.43091704122881,-0.6291903759723194,1.2471186752995909,,2.5957823428331817,
winter,,-2.262227400636455,,1.384862494538554,-6.3907149932249405,-0.7761016069834492,,-0.3148646553111291,2.515861563279637,2.1975716949801027
spring,0.10739481737652369,-1.6758597640332198,1.0318395417320505,,-6.425541570873677,-0.9519155427780142,1.1844430089587004,,,1.9642094730699606
summer,,-1.6957643304911008,0.8586314861962834,1.2140612864591842,-6.52804753785052,-1.1532479207515909,1.2930239465445297,,,1.8814330015138205
autumn,-0.3090855397729736,-1.3018905702911283,1.0201635620209213,,-6.616159004087659,-1.2495643838849007,1.3236877187293243,,2.546689242163367,
winter,-0.10900261221912991,-1.1307774326482363,1.0537614782287086,1.2154009939186639,,-1.2974816849408113,1.4162415314991932,-0.8529485275816495,,
spring,-0.2062986728596602,-1.2713478486874126,0.8384191310672738,1.2127054639776247,-6.621228972357555,,1.3815999406627673,-1.0098547980114365,,
summer,,,0.8288250581498824,1.1463965410703847,-6.656627513219203,-1.562303470025743,1.386213154979541,-1.1776149720808886,,1.7512136806099456
autumn,-0.47846645603334376,,,1.2852104261340114,-6.789060691461757,-1.7133243871297643,1.4310900384953087,-1.2752648394734456,2.060013886973987,
winter,-0.46679446941062985,0.05177115701410129,0.7452306080631383,,,-2.0151620683393157,1.5415433793052653,-1.4913579962955195,1.9891660535523992,
spring,-0.6440656577412274,-0.002851755513009646,,1.1289032510901775,-6.658872419909239,-2.1651788186133145,,-1.5427947973016432,1.828925765182355,
summer,-0.6155504946407548,0.4669847382783825,,1.1284351683955116,-6.588515096871166,,1.581657231744379,,1.7569412173834575,1.273983653366742
autumn,,0.755772522822499,0.7767633248283956,1.1602083424180745,-6.871922820167082,,1.4846106643324233,,1.7656209274838173,1.2398780270341905
winter,-0.40585864456839227,1.4357485156617722,,0.985251315510721,,-2.613176604023888,1.3477022463624504,-1.8249313948850587,,1.163676834249981
spring,,1.8254310535887488,0.7298621036593775,0.9153939904781367,,-2.545224518144067,,-2.011241433088673,1.1582550861642056,0.9576536185082711
summer,-0.40938752086655367,1.9252518214931977,,0.7661140872295914,-6.612958902954208,-2.7550800180613573,1.594882016784543,-2.1343551766824422,,
autumn,,,0.7435534687115724,0.637164876585561,-6.617190002037137,-2.9212522933287164,1.305700622995682,,0.9629638477575417,0.8201411387394004
winter,-0.5532469084881445,2.527743595111932,0.6073817821689783,,,-3.09800017536163,1.1977009773920193,,0.7825835810617503,0.6338521272974327
spring,-0.2748789394591604,2.708277606325512,0.5691005789627224,0.24341226395301396,-6.462396545333259,,,-2.5362264493001625,,0.4927503753741664
summer,-0.179321044506608,3.2050647425280654,0.5667489924242449,0.22520612682948066,-6.396711961499363,,,-2.7387705025822893,0.43050860516271,
autumn,-0.1234627834260812,,0.3854007086896643,-0.1375328514947223,-6.643497218065047,-3.364543737541191,,-2.927039465839757,,0.08032991447360284
winter,-0.2059449310044925,,0.4312597054500896,-0.18814428206286968,,-3.433705268016846,0.248913765698416,-2.826255383485385,,-0.15905297432185964
spring,-0.16812488646314483,,0.28117867095329374,-0.2798291244642598,-6.1513890861943645,-3.2752252697423563,,-2.9148848324402015,-0.24233251163149122,
summer,-0.440509127911079,3.2612880438694662,0.08379321160238742,,,,-0.13325347863135262,-2.9502030666786276,-0.6217742737000131,-0.5471779479667508
autumn,,4.011415307453931,-0.13361663943857813,,-5.926216339554451,-3.7784219147587113,,-2.9004313982825467,-0.9637746798691526,-1.0003706017601286
winter,-0.4464378132050172,,-0.5286271723496471,-0.9507647084935392,-5.556707498036522,,-0.9912611510901899,,-1.4062076656265552,-1.5610000611825725
spring,-0.6693845402373276,,-0.5561937979943249,-1.2766731207358166,,-3.7478209670544516,-1.1131669523398857,-3.169170883107066,-1.834750106706186,
summer,,6.106167938467308,-0.9746644343310272,-1.6330686445030607,,-3.847570246156787,-1.3495895508877658,-3.216449208527061,,-2.041655210967966
autumn,-1.0498134273955388,,-1.3223154990529111,-1.73990179468408,-4.532566212325476,,-1.7699146495705567,-3.4708987739148793,-2.2042599440447503,
winter,-1.148816245542009,7.956082918002254,,,-4.092284358888686,,-1.8253452847261509,-3.4009503276844133,-2.516300066013765,-2.9229034943588723
spring,-1.666011820049948,7.307199366788248,,-1.9141772277569487,,-4.100156508544756,-1.8636315024518277,-3.8629952162955252,-2.5444489120990994,
summer,-1.8954886335486807,8.09913937137741,,-1.953436740296417,-3.533616776349807,,-1.9080180123471977,,-2.8711484966668213,-3.1655235794679104
autumn,,7.497428189689225,-1.9057007186348063,,-3.3015410856060186,-4.1820053761048985,-2.071722725661296,-3.8285275310425853,-2.70460014375642,
winter,-2.058738459665081,,-2.028201179612653,-1.8357580679295606,-3.1486968779509468,-3.982876365634835,,-4.0461422454510085,,-3.1975048762573515
spring,-2.18466058260182,8.150196007864604,-1.732593926153746,,-3.299702123710626,-3.938282823482443,,-4.330587906221407,,-3.1050517617349813
summer,,9.017187988594557,-1.7903247762004018,,-3.6135290141078746,-4.024162708324082,-2.2184310189119096,-4.080484451835988,,-3.2156199785762185
autumn,-1.8848516593553526,9.532856041154135,,-1.4158659489445622,,,-2.160445324772988,-3.8889485034233813,-2.06765255584966,-3.1381448702665535
winter,,7.6004158602489085,-1.4355004826696944,-1.126749828312185,-4.458178051020174,-3.7233356233149633,-2.6221125055267693,-3.8348315210301256,,
spring,,6.891139787969642,,-0.8861478515280906,-4.289525801751821,,-2.6054160579336476,-3.851138442558948,-1.852279617207135,-2.7084446118437953
